Date,Matchid,PlayerID,Team,TeamId,Opposition,Oppositionid,Venue,PositionId,Appearances,TimePlayed,Starts,SubstituteOn,SubstituteOff,Goals,FirstGoal,WinningGoal,ShotsOnTargetincgoals,ShotsOffTargetincwoodwork,BlockedShots,DirectFreekickOnTarget,DirectFreekickOffTarget,BlockedDirectFreekick,GoalsfromInsideBox,ShotsOnfromInsideBox,ShotsOfffromInsideBox,BlockedShotsfromInsideBox,GoalsfromOutsideBox,ShotsOnTargetOutsideBox,ShotsOffTargetOutsideBox,BlockedShotsOutsideBox,HeadedGoals,HeadedShotsOnTarget,HeadedShotsOffTarget,HeadedBlockedShots,LeftFootGoals,LeftFootShotsOnTarget,LeftFootShotsOffTarget,LeftFootBlockedShots,RightFootGoals,RightFootShotsOnTarget,RightFootShotsOffTarget,RightFootBlockedShots,GoalsOpenPlay,GoalsfromCorners,Goalsfrompenalties,AttemptsOpenPlayontarget,AttemptsfromCornersontarget,AttemptsfromDirectFreeKickontarget,AttemptsfromSetPlayontarget,AttemptsfromPenaltiesontarget,AttemptsOpenPlayofftarget,AttemptsfromCornersofftarget,AttemptsfromDirectFreeKickofftarget,AttemptsfromSetPlayofftarget,Goalsasasubstitute,TotalSuccessfulPassesAll,TotalUnsuccessfulPassesAll,Assists,KeyPasses,TotalSuccessfulPassesExclCrossesCorners,TotalUnsuccessfulPassesExclCrossesCorners,SuccessfulPassesOwnHalf,UnsuccessfulPassesOwnHalf,SuccessfulPassesOppositionHalf,UnsuccessfulPassesOppositionHalf,SuccessfulPassesDefensivethird,UnsuccessfulPassesDefensivethird,SuccessfulPassesMiddlethird,UnsuccessfulPassesMiddlethird,SuccessfulPassesFinalthird,UnsuccessfulPassesFinalthird,SuccessfulShortPasses,UnsuccessfulShortPasses,SuccessfulLongPasses,UnsuccessfulLongPasses,SuccessfulFlickOns,UnsuccessfulFlickOns,SuccessfulCrossesCorners
23/02/2019,1003154,248603,Al-Faisaly,6777,Al-Raed,6773,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,31,8,17,4,14,4,9,2,14,3,8,3,29,8,2,0,0,0,2
27/09/2018,1003132,248603,Al-Faisaly,6777,Al-Hazm,6846,Away,2,1,61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,10,9,1,2,9,6,1,5,4,0,5,10,7,1,3,0,1,0
01/03/2019,1003273,248603,Al-Faisaly,6777,Al-Hilal,1317,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,1,20,11,12,6,8,5,9,3,7,7,4,1,17,9,3,2,0,1,1
13/12/2018,1003201,248603,Al-Faisaly,6777,Al-Fateh,6772,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,10,0,1,26,9,10,5,16,4,8,0,10,7,8,2,23,7,3,2,0,0,2
05/10/2018,1003142,248603,Al-Faisaly,6777,Al-Ahli,6770,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,21,2,16,0,5,2,3,0,17,1,1,1,19,1,2,1,1,0,0
05/10/2018,1003137,177809,Al-Nassr,6780,Al-Hazm,6846,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,7,0,0,33,7,15,4,18,3,7,2,18,3,8,2,28,6,5,1,0,0,0
03/11/2018,1003167,177809,Al-Nassr,6780,Al-Ahli,6770,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,28,13,18,3,10,10,8,0,18,4,2,9,28,4,0,9,0,0,0
14/12/2018,1003203,177809,Al-Nassr,6780,Al-Raed,6773,Home,2,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,1,1,40,10,19,2,21,8,8,1,17,3,15,6,36,7,4,3,0,0,1
19/10/2018,1003147,177809,Al-Nassr,6780,Al-Baten,9623,Away,2,1,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,43,19,0,0,43,15,15,5,28,10,5,4,25,7,13,4,39,10,4,5,0,0,0
30/08/2018,1003105,177809,Al-Nassr,6780,Ohod,9624,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,25,13,13,6,12,7,5,3,14,5,6,5,25,9,0,4,0,0,0
14/09/2018,1003115,177809,Al-Nassr,6780,Al-Faisaly,6777,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,23,5,10,2,13,3,3,0,15,2,5,3,23,2,0,3,0,0,0
10/01/2019,1003224,177809,Al-Nassr,6780,Al-Faisaly,6777,Away,2,1,90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,9,0,0,14,6,7,1,7,4,3,0,10,5,1,0,13,2,1,4,0,0,1
19/09/2018,1003120,177809,Al-Nassr,6780,Al-Quadisiya,6775,Away,2,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,5,0,0,30,4,13,2,17,2,6,0,17,3,7,1,28,3,2,1,0,0,0
12/02/2019,1003263,177809,Al-Nassr,6780,Al-Ahli,6770,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,24,12,9,2,15,10,4,0,14,5,6,7,22,9,2,3,2,3,1
23/02/2019,1003269,177809,Al-Nassr,6780,Al-Feiha,10483,Home,2,1,90,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,18,0,1,44,15,20,3,24,12,9,2,22,3,13,10,42,10,2,5,0,1,2
29/12/2018,1003223,441306,Al-Ittifaq,5680,Al-Ittihad,1316,Home,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/03/2019,1003184,441306,Al-Ittifaq,5680,Al-Shabab,6774,Home,4,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,2,1,1,0,1,0,2,1,0,0,3,1,0,0,0,0,0
15/12/2018,1003202,464033,Al-Hazm,6846,Al-Hilal,1317,Away,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0
20/12/2018,1003213,464033,Al-Hazm,6846,Al-Raed,6773,Away,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
10/01/2019,1003225,464033,Al-Hazm,6846,Al-Taawon,6778,Away,6,1,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,7,3,1,1,6,2,0,0,4,2,3,1,6,3,1,0,1,1,0
13/09/2018,1003114,464033,Al-Hazm,6846,Al-Taawon,6778,Home,4,1,16,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
02/12/2018,1003294,464033,Al-Hazm,6846,Al-Ittihad,1316,Away,4,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
05/10/2018,1003137,464033,Al-Hazm,6846,Al-Nassr,6780,Away,4,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,7,3,1,0,6,3,0,0,3,0,4,3,7,2,0,1,0,0,0
18/10/2018,1003145,464033,Al-Hazm,6846,Al-Quadisiya,6775,Home,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28/12/2018,1003220,464033,Al-Hazm,6846,Al-Shabab,6774,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,2,12,5,3,0,9,5,0,0,4,1,8,4,11,5,1,0,2,1,0
27/09/2018,1003132,464033,Al-Hazm,6846,Al-Faisaly,6777,Home,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0
11/01/2019,1003227,454757,Al-Raed,6773,Al-Hilal,1317,Away,4,1,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,15,7,7,2,8,5,5,0,6,3,4,4,15,7,0,0,0,2,0
04/02/2019,1003241,454757,Al-Raed,6773,Al-Shabab,6774,Away,4,1,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,12,2,6,1,6,1,3,0,6,2,3,0,11,1,1,1,0,0,1
30/12/2018,1003221,454757,Al-Raed,6773,Ohod,9624,Away,4,1,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,4,2,2,4,2,0,0,3,4,3,0,6,4,0,0,0,1,0
15/09/2018,1003117,454757,Al-Raed,6773,Al-Hilal,1317,Home,6,1,71,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,8,2,0,0,8,1,4,0,4,1,1,0,3,0,4,1,8,1,0,0,0,0,0
08/12/2018,1003196,454757,Al-Raed,6773,Al-Ahli,6770,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,23,15,8,4,15,11,5,0,7,6,11,9,23,14,0,1,0,0,0
15/03/2019,1003190,454757,Al-Raed,6773,Al-Baten,9623,Home,4,1,90,1,0,0,1,1,1,2,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,18,6,0,0,18,4,2,1,16,3,1,0,5,3,12,1,18,4,0,0,0,0,0
30/08/2018,1003104,454757,Al-Raed,6773,Al-Ittifaq,5680,Away,4,1,90,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,12,0,0,20,8,8,1,12,7,4,0,5,1,11,7,19,6,1,2,0,0,0
14/12/2018,1003203,454757,Al-Raed,6773,Al-Nassr,6780,Away,4,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,11,6,2,1,9,5,0,0,6,1,5,5,11,6,0,0,0,2,0
22/09/2018,1003127,454757,Al-Raed,6773,Al-Wahda,6847,Away,6,1,77,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,10,6,1,0,9,6,0,0,2,0,8,6,9,6,1,0,0,0,1
24/10/2018,1003265,454757,Al-Raed,6773,Al-Faisaly,6777,Away,4,1,90,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,17,10,0,0,17,9,7,0,10,9,3,0,7,0,7,9,17,8,0,1,0,0,0
01/11/2018,1003166,454757,Al-Raed,6773,Al-Ittihad,1316,Away,4,1,89,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,9,0,2,15,9,6,5,9,4,2,1,5,4,8,4,15,9,0,0,0,0,2
01/12/2018,1003290,454757,Al-Raed,6773,Al-Baten,9623,Away,4,1,86,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,22,9,0,3,20,9,6,0,14,9,2,0,9,2,9,7,20,9,0,0,0,0,2
20/12/2018,1003213,454757,Al-Raed,6773,Al-Hazm,6846,Home,4,1,90,1,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,18,9,0,0,17,8,0,1,17,7,0,1,6,0,11,7,17,7,0,1,0,0,1
28/09/2018,1003134,454757,Al-Raed,6773,Al-Shabab,6774,Home,4,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,5,1,0,0,5,1,0,0,1,0,4,1,5,1,0,0,0,0,1
19/10/2018,1003149,454757,Al-Raed,6773,Al-Fateh,6772,Home,4,1,90,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,12,0,1,19,11,6,1,13,10,1,0,12,2,6,9,19,11,0,0,1,0,0
01/03/2019,1003274,454757,Al-Raed,6773,Al-Quadisiya,6775,Home,4,1,77,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,6,0,1,10,4,4,1,6,3,3,1,4,1,3,2,10,3,0,1,0,0,0
09/02/2019,1003250,454757,Al-Raed,6773,Al-Wahda,6847,Home,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,15,1,0,17,9,2,1,15,8,2,0,5,3,10,6,17,9,0,0,0,2,0
04/10/2018,1003138,454757,Al-Raed,6773,Al-Feiha,10483,Away,4,1,86,1,0,1,1,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,16,7,1,2,15,6,6,2,9,4,4,0,7,2,4,4,14,6,1,0,0,1,1
15/02/2019,1003259,454757,Al-Raed,6773,Al-Ittihad,1316,Home,6,1,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,1,16,5,4,3,12,2,3,2,6,1,7,2,14,5,2,0,0,1,1
07/03/2019,1003285,454757,Al-Raed,6773,Al-Taawon,6778,Away,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,8,0,1,10,7,4,2,6,5,3,0,3,3,4,4,9,7,1,0,0,0,0
23/02/2019,1003154,454757,Al-Raed,6773,Al-Faisaly,6777,Home,4,1,90,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,3,26,9,2,0,24,9,1,0,10,1,15,8,24,9,2,0,0,0,2
23/11/2018,1003181,454757,Al-Raed,6773,Al-Quadisiya,6775,Away,4,1,90,1,0,0,1,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16,8,0,1,16,8,3,2,13,6,1,1,6,2,9,5,15,8,1,0,0,0,0
25/12/2018,1003171,454757,Al-Raed,6773,Al-Taawon,6778,Home,4,1,82,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,1,0,17,7,6,1,11,6,1,0,9,1,7,6,17,7,0,0,0,1,0
14/03/2019,1003289,445901,Al-Quadisiya,6775,Al-Faisaly,6777,Away,6,1,77,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,3,0,1,10,2,2,0,8,2,0,0,5,1,5,1,9,2,1,0,0,0,0
17/12/2018,1003206,445901,Al-Quadisiya,6775,Ohod,9624,Away,6,1,22,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,2,0,0,5,1,3,0,2,1,0,0,5,0,0,1,5,1,0,0,0,0,0
28/09/2018,1003133,445901,Al-Quadisiya,6775,Al-Feiha,10483,Away,6,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,1,0,3,2,0,0,2,1,2,1,4,2,0,0,0,0,0
12/02/2019,1003261,445901,Al-Quadisiya,6775,Al-Hilal,1317,Away,6,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,7,2,5,0,2,2,0,0,7,1,0,1,7,2,0,0,0,0,0
06/12/2018,1003192,445901,Al-Quadisiya,6775,Al-Ittifaq,5680,Home,6,1,83,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,5,3,2,0,3,3,0,0,2,0,3,3,5,3,0,0,0,0,0
19/09/2018,1003120,445901,Al-Quadisiya,6775,Al-Nassr,6780,Home,6,1,45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,1,0,2,1,0,0,2,0,1,1,3,1,0,0,0,0,0
08/03/2019,1003280,445901,Al-Quadisiya,6775,Al-Ahli,6770,Home,6,1,82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,10,2,3,0,7,2,0,0,5,1,5,1,10,2,0,0,0,1,0
06/10/2018,1003143,445901,Al-Quadisiya,6775,Al-Wahda,6847,Home,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27/01/2019,1003233,445901,Al-Quadisiya,6775,Al-Fateh,6772,Away,6,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,11,3,5,0,6,3,2,0,5,1,4,2,11,3,0,0,0,1,0
18/10/2018,1003145,445901,Al-Quadisiya,6775,Al-Hazm,6846,Away,6,1,90,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,16,4,0,1,15,4,3,0,12,4,1,0,6,1,8,3,15,4,0,0,0,1,1
10/01/2019,1003231,445901,Al-Quadisiya,6775,Al-Ittihad,1316,Home,6,1,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,8,0,0,9,6,1,1,8,5,0,0,3,1,6,5,9,6,0,0,0,0,0
15/09/2018,1003119,445901,Al-Quadisiya,6775,Al-Ittihad,1316,Away,6,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,3,3,2,0,1,3,1,0,1,0,1,3,3,3,0,0,0,0,0
21/12/2018,1003209,445901,Al-Quadisiya,6775,Al-Taawon,6778,Home,6,1,83,1,0,1,1,0,1,2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,1,4,2,2,1,2,1,1,0,2,1,1,1,4,2,0,0,0,0,0
22/02/2019,1003268,445901,Al-Quadisiya,6775,Al-Shabab,6774,Home,6,1,61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,2,1,0,3,2,0,0,1,1,3,1,4,2,0,0,0,1,0
02/11/2018,1003165,445901,Al-Quadisiya,6775,Al-Hilal,1317,Home,6,1,61,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,7,0,4,0,3,0,1,0,5,0,1,0,7,0,0,0,0,0,0
02/02/2019,1003240,445901,Al-Quadisiya,6775,Al-Feiha,10483,Home,6,1,45,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,3,0,1,7,3,3,0,4,3,0,0,3,0,4,3,7,3,0,0,1,0,0
23/11/2018,1003181,445901,Al-Quadisiya,6775,Al-Raed,6773,Home,6,1,90,1,0,0,1,0,0,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,8,8,0,0,8,8,4,1,4,7,2,1,3,1,3,6,8,8,0,0,1,1,0
26/10/2018,1003155,445901,Al-Quadisiya,6775,Al-Shabab,6774,Away,6,1,60,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,1,0,3,3,1,0,2,3,0,0,2,2,1,1,3,3,0,0,0,1,0
01/03/2019,1003274,445901,Al-Quadisiya,6775,Al-Raed,6773,Away,6,1,64,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,1,3,3,1,0,2,3,0,0,1,0,2,3,3,3,0,0,0,0,0
06/02/2019,1003254,445901,Al-Quadisiya,6775,Al-Nassr,6780,Away,6,1,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,4,0,2,3,0,0,6,2,0,1,6,3,0,0,0,1,0
30/11/2018,1003188,445901,Al-Quadisiya,6775,Al-Faisaly,6777,Home,6,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,6,1,2,0,4,1,0,0,3,0,3,1,6,0,0,1,0,0,0
09/11/2018,1003173,445901,Al-Quadisiya,6775,Al-Ahli,6770,Away,6,1,85,1,0,1,2,1,1,3,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,4,0,3,0,4,0,3,0,0,0,7,0,0,0,0,0,0
