Date,Matchid,Team,TeamId,Opposition,Oppositionid,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
28/12/2018,1003220,Al-Hazm,6846,Al-Shabab,6774,29,68,76,20,22,2,202,2018,121,18,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,4,0,25,19,31,21,5,5,8,2,3,0,0,17,0,4,0,4,0,0,0,1,5,0,0,5,0,1,0,0,12,4,51.66%,93.10%,80.88%,86.84%,236,1,0.00%,7,14.29%,6,66.67%,3,100.00%,0
27/09/2018,1003132,Al-Hazm,6846,Al-Faisaly,6777,46,68,89,12,4,1,202,2018,119,26,2,0,1,0,0,0,0,0,2,1,1,2,0,0,0,5,0,20,17,15,14,0,8,5,4,0,0,0,15,0,0,0,2,0,1,1,0,2,0,0,5,0,0,1,0,4,2,64.34%,91.30%,86.76%,89.89%,287,3,0.00%,8,62.50%,5,80.00%,2,100.00%,0
21/02/2019,1003266,Al-Hazm,6846,Al-Ittifaq,5680,34,60,70,12,10,0,202,2018,90,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,15,26,35,12,7,8,14,6,0,0,0,16,0,1,0,0,0,0,0,1,2,0,0,4,0,2,0,0,8,5,41.45%,88.24%,73.33%,72.86%,198,1,0.00%,2,50.00%,9,44.44%,3,100.00%,0
15/12/2018,1003202,Al-Hazm,6846,Al-Hilal,1317,22,54,40,14,14,4,202,2018,52,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,12,25,26,27,4,8,5,8,5,0,0,20,0,5,0,3,3,2,1,2,9,0,1,11,1,3,0,0,17,5,63.30%,72.73%,81.48%,87.50%,177,0,0.00%,4,75.00%,12,33.33%,7,100.00%,0
07/02/2019,1003252,Al-Hazm,6846,Al-Ahli,6770,53,93,96,16,22,0,202,2018,109,18,1,0,1,0,0,0,0,0,1,2,2,0,0,0,1,2,0,17,23,24,23,3,8,2,3,2,0,0,21,0,2,0,0,2,0,1,0,3,0,0,8,1,0,0,0,13,3,64.96%,96.23%,92.47%,85.42%,324,4,75.00%,5,60.00%,6,66.67%,9,100.00%,0
03/02/2019,1003242,Al-Hazm,6846,Al-Faisaly,6777,36,63,63,11,5,2,202,2018,86,11,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,15,13,22,29,3,3,2,5,1,0,0,12,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,11,3,58.46%,91.67%,82.54%,82.54%,224,2,50.00%,4,50.00%,6,16.67%,9,100.00%,0
21/09/2018,1003126,Al-Hazm,6846,Al-Ahli,6770,49,72,63,12,4,2,202,2018,103,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,12,22,20,22,4,10,7,6,1,0,0,21,0,2,0,2,2,1,1,0,4,0,0,5,0,0,1,0,12,3,53.15%,89.80%,91.67%,84.13%,232,0,0.00%,3,66.67%,9,22.22%,2,100.00%,0
13/09/2018,1003114,Al-Hazm,6846,Al-Taawon,6778,36,53,62,10,9,2,202,2018,84,19,2,0,0,0,0,0,0,0,2,1,2,0,0,0,1,7,0,17,16,22,21,6,12,7,8,1,0,0,17,0,4,1,1,3,2,1,0,5,2,0,11,1,1,0,0,14,3,42.06%,97.22%,81.13%,82.26%,185,1,100.00%,8,50.00%,6,16.67%,1,0.00%,0
08/11/2018,1003170,Al-Hazm,6846,Ohod,9624,19,19,33,14,8,0,202,2018,77,22,2,0,0,0,0,0,0,0,2,2,2,0,0,0,3,7,0,17,20,22,24,5,7,8,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,2,47.87%,100.00%,73.68%,84.85%,116,3,0.00%,7,42.86%,11,54.55%,1,100.00%,0
22/11/2018,1003276,Al-Hazm,6846,Al-Feiha,10483,48,104,98,15,8,4,202,2018,126,24,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,7,0,18,23,17,19,3,7,9,11,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,4,65.82%,89.58%,88.46%,92.86%,352,2,50.00%,5,60.00%,4,100.00%,15,100.00%,0
08/12/2018,1003197,Al-Hazm,6846,Al-Fateh,6772,52,78,94,20,7,2,202,2018,138,25,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,20,19,23,9,0,6,7,4,1,0,0,15,0,1,0,1,0,0,0,0,1,0,0,7,0,0,0,0,6,0,55.42%,90.38%,89.74%,85.11%,301,2,50.00%,6,83.33%,6,33.33%,5,100.00%,0
10/01/2019,1003225,Al-Hazm,6846,Al-Taawon,6778,23,40,50,16,21,1,202,2018,73,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,11,21,28,26,7,7,7,10,2,0,0,22,0,3,0,1,1,0,0,1,3,0,1,14,1,1,1,0,16,5,51.82%,82.61%,77.50%,72.00%,158,2,50.00%,3,66.67%,10,60.00%,7,85.71%,0
28/01/2019,1003106,Al-Hazm,6846,Al-Wahda,6847,47,88,86,17,16,2,202,2018,97,14,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,6,0,23,18,15,28,4,10,10,6,1,0,0,15,0,4,0,2,1,0,0,0,4,0,0,9,0,1,0,0,10,7,61.19%,95.74%,87.50%,83.72%,294,2,100.00%,5,20.00%,7,85.71%,9,100.00%,0
09/03/2019,1003282,Al-Hazm,6846,Ohod,9624,20,64,62,15,9,4,202,2018,87,20,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,7,1,15,16,19,19,4,9,16,9,4,0,0,15,0,1,0,2,0,0,0,1,2,0,0,7,0,0,0,0,9,4,47.18%,100.00%,78.12%,87.10%,198,4,75.00%,12,66.67%,6,50.00%,1,100.00%,0
08/02/2019,1003251,Al-Hilal,1317,Al-Baten,9623,91,194,231,16,13,5,202,2018,258,18,2,0,0,0,0,1,0,1,1,2,2,0,0,0,1,8,1,27,22,13,14,9,9,5,7,1,1,0,20,0,1,0,0,1,1,0,1,2,1,0,5,1,1,0,0,5,1,69.73%,96.70%,92.27%,93.51%,624,2,100.00%,9,22.22%,3,100.00%,6,100.00%,0
01/03/2019,1003273,Al-Hilal,1317,Al-Faisaly,6777,78,147,138,13,9,2,202,2018,236,44,3,0,1,0,0,0,0,1,0,1,1,0,0,0,1,11,0,23,28,27,10,6,10,2,4,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,2,68.60%,94.87%,91.16%,94.20%,463,2,100.00%,12,33.33%,5,40.00%,4,100.00%,0
06/11/2018,1003139,Al-Hilal,1317,Al-Ittifaq,5680,53,85,97,15,6,1,202,2018,116,24,1,0,2,0,0,1,0,1,1,2,2,0,0,0,3,9,1,18,24,28,25,3,7,5,4,3,0,0,25,0,3,0,0,2,1,0,0,4,0,0,5,0,2,0,0,12,2,60.96%,94.34%,90.59%,88.66%,312,3,33.33%,10,50.00%,9,33.33%,2,100.00%,0
15/09/2018,1003117,Al-Hilal,1317,Al-Raed,6773,66,119,131,12,10,2,202,2018,143,26,0,1,0,0,0,0,0,0,3,2,3,1,0,0,2,10,0,14,19,8,12,5,1,8,5,2,0,1,14,0,2,0,1,1,0,0,0,2,0,0,7,0,0,0,0,8,6,72.67%,100.00%,89.08%,94.66%,439,3,66.67%,10,50.00%,6,83.33%,8,100.00%,0
25/10/2018,1003158,Al-Hilal,1317,Al-Ittihad,1316,85,156,144,16,7,1,202,2018,181,18,1,0,0,0,0,1,0,0,1,2,2,1,0,0,1,8,0,18,30,14,7,5,6,6,1,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,78.02%,98.82%,91.67%,93.06%,512,0,0.00%,7,71.43%,2,100.00%,3,100.00%,0
24/11/2018,1003179,Al-Hilal,1317,Al-Faisaly,6777,66,121,132,13,7,0,202,2018,198,21,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4,0,22,20,19,15,7,2,13,2,2,0,0,18,0,2,0,2,0,0,0,0,2,0,0,3,0,0,0,0,7,4,73.68%,96.97%,92.56%,89.39%,448,3,66.67%,5,60.00%,2,100.00%,8,100.00%,0
04/02/2019,1003243,Al-Hilal,1317,Al-Fateh,6772,103,182,202,8,10,1,202,2018,190,20,2,0,0,0,0,1,1,1,2,3,3,0,1,0,2,8,0,23,24,17,18,3,8,9,4,0,0,0,21,0,1,0,1,1,0,0,1,1,0,1,6,0,0,1,0,10,3,78.05%,95.15%,90.66%,93.07%,593,5,60.00%,6,50.00%,3,66.67%,10,100.00%,0
30/12/2018,1003218,Al-Hilal,1317,Al-Taawon,6778,55,77,102,19,21,1,202,2018,128,23,5,0,0,0,0,0,0,0,3,2,2,1,1,0,1,11,1,29,34,19,17,10,12,7,3,1,0,0,29,0,1,0,0,0,0,0,1,2,0,0,8,1,1,0,0,8,0,65.58%,90.91%,87.01%,93.14%,335,1,0.00%,4,50.00%,7,71.43%,5,100.00%,0
11/11/2018,1003287,Al-Hilal,1317,Al-Wahda,6847,92,146,136,14,8,2,202,2018,187,23,3,0,0,0,0,0,0,0,3,3,4,1,0,0,2,4,0,18,16,12,12,0,2,9,11,1,0,0,11,0,2,0,1,1,1,0,0,3,0,0,6,0,1,0,0,8,3,75.69%,96.74%,95.21%,91.91%,500,1,100.00%,12,33.33%,2,50.00%,9,100.00%,0
11/01/2019,1003227,Al-Hilal,1317,Al-Raed,6773,53,140,140,9,19,1,202,2018,253,42,3,1,0,0,0,1,0,0,4,0,0,4,0,0,1,15,0,22,30,15,12,9,4,14,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,75.42%,92.45%,88.57%,85.71%,452,2,50.00%,9,44.44%,1,100.00%,7,100.00%,0
12/02/2019,1003261,Al-Hilal,1317,Al-Quadisiya,6775,75,123,126,14,10,1,202,2018,116,19,1,0,0,0,0,0,0,0,3,3,3,0,0,0,4,5,0,25,28,26,23,5,6,11,4,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,2,61.33%,92.00%,88.62%,93.65%,420,5,40.00%,3,100.00%,4,75.00%,6,100.00%,0
12/12/2018,1003187,Al-Hilal,1317,Ohod,9624,62,141,129,20,9,2,202,2018,178,30,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,4,0,10,42,19,14,5,5,13,9,2,0,0,33,0,0,0,0,0,0,0,2,2,0,0,6,0,2,0,0,6,0,70.00%,93.55%,92.20%,93.02%,468,4,25.00%,13,46.15%,3,33.33%,9,100.00%,0
15/12/2018,1003202,Al-Hilal,1317,Al-Hazm,6846,65,163,150,15,16,4,202,2018,224,29,5,0,3,0,0,0,0,0,4,1,3,1,0,0,1,11,1,27,26,25,12,8,4,8,5,1,0,0,22,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,5,0,71.78%,95.38%,93.25%,92.00%,488,5,40.00%,7,85.71%,2,100.00%,7,100.00%,0
27/01/2019,1003237,Al-Hilal,1317,Al-Feiha,10483,93,199,195,12,15,2,202,2018,171,25,1,0,1,0,0,1,0,1,2,2,3,1,0,0,4,12,1,15,25,13,16,5,2,13,2,2,0,0,20,0,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,4,2,74.29%,96.77%,94.97%,94.87%,610,2,50.00%,11,63.64%,0,0.00%,10,100.00%,0
24/09/2018,1003128,Al-Hilal,1317,Al-Fateh,6772,82,150,153,18,7,0,202,2018,239,39,5,0,0,0,0,1,0,0,1,3,3,1,0,0,1,9,0,20,19,15,9,7,4,13,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,72.35%,96.34%,90.00%,90.85%,485,6,33.33%,7,57.14%,5,60.00%,3,100.00%,0
20/09/2018,1003124,Al-Hilal,1317,Al-Baten,9623,90,193,191,17,12,0,202,2018,216,24,0,1,0,0,0,1,0,0,2,2,3,0,0,0,1,5,0,12,21,20,14,7,0,3,3,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,7,0,1,1,0,8,2,84.62%,96.67%,95.34%,94.76%,638,2,50.00%,7,57.14%,4,100.00%,10,100.00%,0
31/08/2018,1003108,Al-Hilal,1317,Al-Feiha,10483,88,169,183,11,3,3,202,2018,230,24,2,0,1,0,0,0,0,1,1,1,1,1,0,0,0,5,0,27,24,18,17,4,4,8,9,0,0,1,16,0,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,7,1,74.25%,97.73%,90.53%,93.44%,549,2,0.00%,8,25.00%,5,80.00%,5,100.00%,0
08/12/2018,1003199,Al-Hilal,1317,Al-Nassr,6780,30,58,54,9,9,1,202,2018,96,24,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,6,0,23,22,29,22,2,3,6,4,1,1,0,20,0,1,0,0,0,1,0,1,3,0,0,10,1,2,1,0,10,6,53.51%,86.67%,82.76%,90.74%,193,1,100.00%,7,71.43%,7,57.14%,3,100.00%,0
08/03/2019,1003175,Al-Hilal,1317,Al-Wahda,6847,67,138,140,19,18,3,202,2018,162,16,2,0,0,0,0,0,0,0,2,1,2,0,0,0,1,6,1,25,24,22,16,6,9,13,4,0,0,0,17,0,0,0,0,0,1,0,0,1,0,0,10,0,1,0,0,4,0,68.21%,92.54%,89.86%,83.57%,438,2,50.00%,6,50.00%,6,50.00%,10,100.00%,0
21/12/2018,1003215,Al-Hilal,1317,Al-Ahli,6770,63,108,89,19,6,3,202,2018,127,19,1,0,0,0,0,0,1,1,3,3,3,2,0,0,1,5,0,22,16,24,18,1,7,6,5,3,0,0,14,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,7,2,63.95%,96.83%,84.26%,89.89%,337,2,50.00%,9,44.44%,5,80.00%,4,100.00%,0
20/10/2018,1003144,Al-Hilal,1317,Al-Shabab,6774,94,173,174,17,6,4,202,2018,245,32,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,5,0,18,22,18,20,2,4,9,5,0,0,0,20,0,2,0,2,0,0,0,1,3,0,0,7,0,1,0,0,8,4,79.78%,95.74%,91.33%,95.98%,578,1,100.00%,7,71.43%,1,100.00%,13,100.00%,0
21/02/2019,1003271,Al-Hilal,1317,Al-Ittihad,1316,78,102,116,22,3,2,202,2018,173,31,1,0,0,0,0,1,0,0,2,2,2,1,0,0,1,9,0,25,19,13,17,4,9,8,7,3,0,0,21,0,1,0,2,0,0,0,2,3,0,0,6,0,1,0,0,10,4,70.81%,98.72%,92.16%,89.66%,395,5,40.00%,11,36.36%,10,10.00%,3,100.00%,0
02/11/2018,1003165,Al-Hilal,1317,Al-Quadisiya,6775,78,169,147,12,6,4,202,2018,215,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,21,19,19,14,6,5,6,2,0,0,0,17,0,0,0,0,0,1,0,1,2,0,0,5,0,2,0,0,6,4,76.53%,98.72%,94.08%,91.84%,536,3,66.67%,9,44.44%,1,100.00%,12,100.00%,0
29/11/2018,1003288,Al-Ittifaq,5680,Al-Shabab,6774,34,59,48,10,7,3,202,2018,56,9,1,0,0,0,0,0,0,0,2,1,2,0,0,0,2,5,0,8,15,18,23,2,5,5,2,2,0,0,15,0,2,0,2,0,3,0,1,5,0,1,12,0,4,0,0,14,11,57.89%,88.24%,81.36%,75.00%,197,2,100.00%,4,50.00%,12,75.00%,4,100.00%,0
21/02/2019,1003266,Al-Ittifaq,5680,Al-Hazm,6846,60,95,110,19,7,0,202,2018,118,11,1,0,0,0,0,0,0,0,3,1,2,2,0,0,0,5,0,12,35,26,15,6,15,8,6,1,0,0,29,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,3,58.97%,96.67%,82.11%,78.18%,346,4,75.00%,2,0.00%,4,50.00%,2,100.00%,0
29/01/2019,1003232,Al-Ittifaq,5680,Al-Raed,6773,59,106,80,22,16,1,202,2018,133,22,1,0,0,0,0,0,0,0,2,2,3,0,0,0,1,4,0,10,29,36,26,4,7,9,5,4,0,0,23,0,1,0,1,0,2,0,0,3,0,0,12,0,2,0,0,9,3,62.50%,93.22%,90.57%,90.00%,326,6,83.33%,0,0.00%,6,50.00%,10,90.00%,0
13/02/2019,1003260,Al-Ittifaq,5680,Al-Faisaly,6777,73,94,73,20,5,2,202,2018,111,15,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,3,0,15,20,26,25,6,6,8,6,1,0,0,15,0,3,0,3,0,1,0,0,4,0,0,11,0,1,1,0,13,2,59.52%,93.15%,84.04%,76.71%,314,2,50.00%,7,57.14%,9,55.56%,5,100.00%,0
11/11/2018,1003174,Al-Ittifaq,5680,Al-Nassr,6780,41,70,76,11,10,6,202,2018,99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,27,20,34,3,12,8,5,2,0,0,21,0,1,0,0,0,0,0,0,1,0,0,7,0,1,0,0,8,2,57.45%,92.68%,91.43%,77.63%,251,3,66.67%,4,50.00%,9,55.56%,1,100.00%,0
08/03/2019,1003284,Al-Ittifaq,5680,Al-Nassr,6780,39,41,35,12,18,3,202,2018,63,10,2,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,1,11,17,35,21,7,10,5,18,1,1,1,18,0,3,0,1,2,0,0,1,4,0,0,4,0,1,0,0,17,8,39.29%,87.18%,90.24%,85.71%,157,3,33.33%,4,50.00%,14,42.86%,1,100.00%,0
06/11/2018,1003139,Al-Ittifaq,5680,Al-Hilal,1317,27,38,48,15,4,2,202,2018,89,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,25,28,24,18,4,5,7,3,0,0,0,25,0,0,0,1,0,0,1,2,3,0,0,3,0,2,0,0,15,1,53.23%,96.30%,89.47%,81.25%,178,8,50.00%,1,0.00%,9,55.56%,4,100.00%,0
24/11/2018,1003272,Al-Ittifaq,5680,Al-Taawon,6778,54,72,68,15,2,3,202,2018,73,13,0,0,0,0,0,0,0,0,4,1,3,2,0,0,1,5,0,8,12,23,22,2,6,3,2,1,0,1,12,0,1,0,0,1,0,0,0,1,0,0,8,0,0,0,0,15,5,49.33%,92.59%,79.17%,86.76%,249,5,60.00%,1,100.00%,13,53.85%,1,100.00%,0
03/02/2019,1003245,Al-Ittifaq,5680,Ohod,9624,67,133,132,10,15,1,202,2018,188,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,17,16,39,27,5,7,4,2,1,1,0,16,0,3,0,1,1,0,0,0,3,0,0,5,0,1,1,0,12,2,64.80%,92.54%,90.23%,94.70%,452,5,40.00%,3,0.00%,5,60.00%,9,88.89%,0
30/08/2018,1003104,Al-Ittifaq,5680,Al-Raed,6773,49,85,87,1,8,3,202,2018,115,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,14,23,21,11,4,3,5,2,2,0,0,20,0,0,0,0,1,2,0,1,3,0,0,8,0,2,0,0,8,10,68.91%,95.92%,91.76%,93.10%,298,5,60.00%,2,100.00%,5,60.00%,6,100.00%,0
21/12/2018,1003208,Al-Ittifaq,5680,Al-Fateh,6772,60,108,105,20,20,1,202,2018,124,15,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,3,0,24,21,14,22,8,9,15,7,2,1,0,15,0,1,0,2,0,2,0,0,3,0,0,12,0,1,0,0,7,4,61.08%,98.33%,90.74%,94.29%,373,4,50.00%,2,50.00%,9,66.67%,7,100.00%,0
13/09/2018,1003228,Al-Ittifaq,5680,Al-Baten,9623,52,89,76,10,7,1,202,2018,93,15,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,6,0,13,18,29,20,4,7,7,8,1,0,0,21,0,3,0,4,1,1,0,1,3,1,1,8,0,0,0,0,11,1,64.91%,96.15%,92.13%,86.84%,280,3,66.67%,6,50.00%,5,60.00%,4,100.00%,0
27/09/2018,1003131,Al-Ittifaq,5680,Ohod,9624,49,82,79,7,10,1,202,2018,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,21,11,5,6,5,5,5,0,0,22,0,4,0,3,1,0,0,0,4,0,0,4,0,0,0,0,10,5,65.28%,93.88%,90.24%,84.81%,294,2,0.00%,2,50.00%,9,44.44%,6,100.00%,0
20/10/2018,1003151,Al-Ittifaq,5680,Al-Ahli,6770,47,47,38,21,2,1,202,2018,67,16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,9,0,17,12,21,30,8,7,9,6,1,0,0,13,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,11,4,57.80%,95.74%,76.60%,76.32%,187,7,85.71%,10,60.00%,14,50.00%,1,100.00%,0
01/11/2018,1003163,Al-Ittifaq,5680,Al-Faisaly,6777,54,85,110,15,4,0,202,2018,127,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,16,18,16,22,5,4,6,3,1,0,0,14,0,1,0,1,0,2,0,0,3,0,0,5,0,2,0,0,17,0,57.86%,96.30%,88.24%,86.36%,326,6,83.33%,7,28.57%,5,20.00%,7,85.71%,0
08/02/2019,1003249,Al-Ittifaq,5680,Al-Feiha,10483,59,107,109,16,8,3,202,2018,96,26,1,0,0,0,0,0,0,1,2,1,1,3,0,0,1,7,0,10,14,19,16,4,8,8,5,4,0,0,12,0,0,0,1,0,1,0,0,1,0,0,10,0,0,1,0,5,5,65.38%,94.92%,94.39%,91.74%,374,3,33.33%,2,50.00%,5,40.00%,9,88.89%,0
29/12/2018,1003223,Al-Ittifaq,5680,Al-Ittihad,1316,43,77,71,16,10,3,202,2018,67,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,17,22,21,22,1,12,10,7,1,0,0,19,0,0,0,2,0,2,0,0,0,0,2,9,0,0,1,0,11,5,55.38%,97.67%,89.61%,90.14%,258,5,60.00%,5,60.00%,10,30.00%,6,100.00%,0
15/03/2019,1003184,Al-Ittifaq,5680,Al-Shabab,6774,58,47,57,10,19,1,202,2018,87,12,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,0,18,27,18,27,5,14,10,8,2,0,0,24,0,5,0,8,1,2,1,2,9,1,0,6,0,1,0,0,19,9,56.02%,82.76%,85.11%,80.70%,234,3,33.33%,3,66.67%,8,25.00%,2,100.00%,0
21/09/2018,1003123,Al-Ittifaq,5680,Al-Feiha,10483,45,88,107,13,7,1,202,2018,94,25,2,0,0,0,0,0,0,0,4,3,5,1,0,0,1,7,0,18,19,24,27,13,5,10,9,1,0,0,15,0,4,0,2,0,0,0,1,4,1,0,7,1,2,0,0,11,1,59.72%,97.78%,92.05%,88.79%,319,4,50.00%,3,33.33%,6,16.67%,6,100.00%,0
11/01/2019,1003113,Al-Ittifaq,5680,Al-Baten,9623,57,115,97,12,20,1,202,2018,99,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,20,19,26,4,8,18,9,3,0,0,17,0,2,0,1,0,0,1,1,4,0,0,8,0,3,0,0,10,3,50.93%,87.72%,86.96%,82.47%,330,4,25.00%,2,0.00%,6,83.33%,9,100.00%,0
28/02/2019,1003180,Al-Ittifaq,5680,Al-Taawon,6778,52,104,67,7,10,1,202,2018,73,14,2,0,0,0,0,0,0,0,3,1,3,0,0,0,1,6,0,19,15,25,13,6,9,9,9,2,0,0,15,0,2,0,1,0,1,0,0,3,0,0,12,0,2,0,0,11,5,55.71%,92.31%,86.54%,88.06%,291,11,45.45%,1,0.00%,8,62.50%,8,100.00%,0
06/12/2018,1003192,Al-Ittifaq,5680,Al-Quadisiya,6775,41,78,77,9,6,2,202,2018,97,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,14,19,21,8,10,8,4,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,0,6,2,65.67%,95.12%,73.08%,88.31%,260,2,50.00%,2,100.00%,3,0.00%,4,100.00%,0
25/10/2018,1003152,Al-Ittifaq,5680,Al-Hazm,6846,60,78,74,8,5,2,202,2018,124,22,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,14,32,37,26,7,7,7,7,1,0,0,31,0,1,0,1,0,0,0,1,1,1,0,8,0,1,1,0,9,3,68.59%,88.33%,87.18%,77.03%,296,5,60.00%,6,50.00%,8,62.50%,4,100.00%,0
13/12/2018,1003200,Al-Ittifaq,5680,Al-Wahda,6847,67,100,93,18,7,3,202,2018,118,15,2,1,0,0,0,1,0,1,2,1,2,1,0,0,1,8,1,20,26,15,16,8,9,13,7,0,0,0,26,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,7,3,66.46%,95.52%,92.00%,89.25%,363,9,66.67%,2,0.00%,12,75.00%,3,100.00%,0
15/09/2018,1003119,Al-Ittihad,1316,Al-Quadisiya,6775,61,135,135,12,9,1,202,2018,178,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,14,14,4,7,5,9,3,0,0,0,10,0,1,0,1,0,2,0,0,3,0,0,4,2,0,0,0,7,0,75.78%,91.80%,95.56%,94.07%,450,6,33.33%,2,0.00%,3,100.00%,6,100.00%,0
10/11/2018,1003172,Al-Ittihad,1316,Al-Feiha,10483,82,131,158,16,7,4,202,2018,187,26,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,8,0,21,15,17,15,6,11,6,6,0,0,0,14,0,3,0,2,1,0,0,0,2,1,0,1,0,0,1,0,8,2,67.96%,93.90%,91.60%,90.51%,479,2,0.00%,6,33.33%,2,100.00%,5,100.00%,0
25/10/2018,1003158,Al-Ittihad,1316,Al-Hilal,1317,39,52,44,6,7,2,202,2018,47,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,30,18,1,6,6,5,2,0,0,13,0,0,0,1,1,0,1,1,2,0,0,6,0,0,0,0,9,8,46.79%,92.31%,78.85%,93.18%,173,1,100.00%,2,50.00%,4,75.00%,3,100.00%,0
29/01/2019,1003239,Al-Ittihad,1316,Al-Shabab,6774,63,149,138,16,18,2,202,2018,118,9,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,29,22,16,25,2,5,8,8,1,0,0,18,0,0,0,1,0,3,0,0,3,0,0,6,0,2,0,0,6,3,68.21%,93.65%,91.95%,95.65%,445,1,0.00%,3,0.00%,4,100.00%,7,100.00%,0
