"Player ID","Team","Position","Total Passes ( All )","Total Successful Passes ( All )","Total Unsuccessful Passes ( All )","Passing Accuracy ( All )","Assists","Key Passes","Total Passes ( Excl Crosses & Corners )","Total Successful Passes ( Excl Crosses & Corners )","Total Unsuccessful Passes ( Excl Crosses & Corners )","Passing Accuracy ( Excl Crosses & Corners )","Passes Attempted Own Half","Successful Passes Own Half","Unsuccessful Passes Own Half","Accuracy Own Half","Passes Attempted Opposition Half","Successful Passes Opposition Half","Unsuccessful Passes Opposition Half","Passing Accuracy Opposition Half","% Passes Own Half","% Passes Opposition Half","Passes Attempted Defensive third","Successful Passes Defensive third","Unsuccessful Passes Defensive third","Passing Accuracy Defensive third","Passes Attempted Middle third","Successful Passes Middle third","Unsuccessful Passes Middle third","Passing Accuracy Middle third","Passes Attempted Final third","Successful Passes Final third","Unsuccessful Passes Final third","Passing Accuracy Final third","% Passes in Defensive third","% Passes in Middle third","% Passes in Attacking third","Short Passes Attempted","Successful Short Passes","Unsuccessful Short Passes","Short Pass Accuracy","Long Passes Attempted","Successful Long Passes","Unsuccessful Long Passes","Long Pass Accuracy","% Passes Short","% Passes Long","Total Flick-Ons","Successful Flick-Ons","Unsuccessful Flick-Ons","Flick-on Success Rate","Crosses & Corners Attempted","Successful Crosses & Corners","Unsuccessful Crosses & Corners","Crosses & Corners Accuracy","Crosses Attempted","Successful Crosses","Unsuccessful Crosses","Cross Completion Rate","Corners Taken (incl short corners)","Corners Conceded","Corners into Box","Successful Corners into Box","Unsuccessful Corners into Box","Corners into Box Accuracy","Short Corners","Throw Ins taken","Throw Ins to Own Player","Throw Ins to Opposition Player","Throw In Success Rate","Short Throw Ins","Long Throw Ins","Throw Ins Conceded","Dribbles Attempted","Successful Dribbles","Unsuccessful Dribbles","Dribble Success Rate","Dribbles and Runs Attempted","Successful Dribbles & Runs","Unsuccessful Dribbles & Runs","Dribble & Run Success Rate","Runs Attempted","Total Crosses & Corners (Left)","Successful Crosses & Corners (Left)","Unsuccessful Crosses & Corners (Left)","Crosses & Corners accuracy (Left)","Total Crosses (Left)","Successful Crosses (Left)","Unsuccessful Crosses (Left)","Crosses accuracy (Left)","Total Corners (Left)","Successful Corners (Left)","Unsuccessful Corners (Left)","Corners accuracy (Left)","Total Crosses & Corners (Right)","Successful Crosses & Corners (Right)","Unsuccessful Crosses & Corners (Right)","Crosses & Corners accuracy (Right)","Total Crosses (Right)","Successful Crosses (Right)","Unsuccessful Crosses (Right)","Crosses accuracy (Right)","Total Corners (Right)","Successful Corners (Right)","Unsuccessful Corners (Right)","Corners accuracy (Right)","Long Passes Attempted (Own Half)","Long Passes Attempted (Opp Half)","Long Passes Successful (Own Half)","Long Passes Successful (Opp Half)","Short Passes Attempted (Own Half)","Short Passes Attempted (Opp Half)","Short Passes Successful (Own Half)","Short Passes Successful (Opp Half)","Full Name","Intentional Assist","Long Balls","Successful Long Balls","Unsuccessful Long Balls","Long Ball Accuracy %","Successful Lay-Offs","Unsuccessful Lay-Offs","Through Ball","Crosses & Corners in the Air","Successful Crosses & Corners in the air","Unsuccessful Crosses & Corners in the air","Crossing accuracy","Crosses in the Air","Successful crosses in the air","Unsuccessful crosses in the air","Field134","Open Play Crosses","Successful open play crosses","Unsuccessful open play crosses","Open Play Cross %","Touches","Goal Assist (Corner)","Goal Assist (Free Kick)","Goal Assist (Throw In)","Goal Assist (Goal Kick)","Goal Assist (Set Piece)","Key Corner","Key Free Kick","Key Throw In","Key Goal Kick","Key Set Pieces","Chances Created","Chances created open play","Touches own half","Touches opposition half","Assists as Sub","Passes Received","Deep Crosses","Attacking Crosses","Touches in Opp Box","Big Chance Assist","Big Chance Created","Big Chance Converted %","Assist Dead Ball","Assist at Set Piece","Intentional Assists","Intentional Chances Created","Intentional Chances Created Open Play","Passes into Opp","Passes Switching Flank","Dribbles Own Half","Dribbles Opp Half","Pass Forward Own","Pass Backward Own","Pass Diagonal Own","Pass Forward Opp","Pass Backward Opp","Pass Diagonal Opp","Open Play Passes","Open Play Passes Success","Open Play Pass Accuracy","Fantasy Assist Pass Lost","Fantasy Assist Blocked Shot","Fantasy Assist Attempt Saved","Fantasy Assist Post","Fantasy Assist Free Kick Won","Fantasy Assist Handball Won","Fantasy Assist Own Goal","Fantasy Assist Penalty Won","DFL Assists","Possession Lost","Touches in Own Box"
176269.00,"Ohod","Midfielder",10.00,7.00,3.00,0.70,0.00,0.00,10.00,7.00,3.00,0.70,5.00,3.00,2.00,0.60,5.00,4.00,1.00,0.80,0.50,0.50,2.00,2.00,0.00,1.00,6.00,4.00,2.00,0.66,2.00,1.00,1.00,0.50,0.20,0.60,0.20,8.00,6.00,2.00,0.75,2.00,1.00,1.00,0.50,0.80,0.20,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,3.00,5.00,2.00,4.00,"Raid Al-Ghamdi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,8.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,2.00,4.00,0.00,1.00,10.00,7.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00
176269.00,"Al-Baten","Forward",159.00,101.00,58.00,0.63,2.00,4.00,157.00,101.00,56.00,0.64,43.00,34.00,9.00,0.79,114.00,67.00,47.00,0.58,0.27,0.72,12.00,11.00,1.00,0.91,68.00,47.00,21.00,0.69,77.00,43.00,34.00,0.55,0.07,0.43,0.49,146.00,96.00,50.00,0.65,11.00,5.00,6.00,0.45,0.92,0.07,6.00,3.00,3.00,0.50,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,21.00,7.00,14.00,0.33,21.00,7.00,14.00,0.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,3.00,2.00,39.00,107.00,31.00,65.00,"Raid Al-Ghamdi",2.00,2.00,0.00,2.00,0.00,2.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,2.00,0.00,305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,72.00,233.00,0.00,182.00,0.00,2.00,48.00,1.00,1.00,1.00,0.00,0.00,2.00,4.00,4.00,5.00,1.00,3.00,18.00,5.00,23.00,15.00,29.00,29.00,56.00,143.00,88.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,125.00,2.00
431231.00,"Ohod","Midfielder",76.00,59.00,17.00,0.77,0.00,5.00,75.00,58.00,17.00,0.77,14.00,12.00,2.00,0.85,61.00,46.00,15.00,0.75,0.18,0.81,5.00,5.00,0.00,1.00,30.00,25.00,5.00,0.83,40.00,28.00,12.00,0.70,0.06,0.40,0.53,73.00,58.00,15.00,0.79,2.00,0.00,2.00,0.00,0.97,0.02,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11.00,3.00,8.00,0.27,11.00,3.00,8.00,0.27,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,14.00,59.00,12.00,46.00,"Rakan Al-Hafdhi",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,33.00,110.00,0.00,77.00,1.00,0.00,11.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,0.00,3.00,8.00,4.00,3.00,7.00,11.00,16.00,34.00,75.00,58.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,1.00
246848.00,"Al-Ittihad","Goalkeeper",12.00,12.00,0.00,1.00,0.00,0.00,7.00,7.00,0.00,1.00,7.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.85,0.00,5.00,5.00,0.00,1.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.71,0.28,0.00,5.00,5.00,0.00,1.00,2.00,2.00,0.00,1.00,0.71,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,5.00,0.00,5.00,0.00,"Rakan Najjar",0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00
443256.00,"Al-Nassr","Midfielder",19.00,13.00,6.00,0.68,0.00,1.00,18.00,13.00,5.00,0.72,8.00,5.00,3.00,0.62,10.00,8.00,2.00,0.80,0.44,0.55,4.00,2.00,2.00,0.50,9.00,8.00,1.00,0.88,5.00,3.00,2.00,0.60,0.22,0.50,0.27,17.00,12.00,5.00,0.70,1.00,1.00,0.00,1.00,0.94,0.05,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,3.00,2.00,1.00,0.66,3.00,2.00,1.00,0.66,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,8.00,9.00,5.00,7.00,"Rakan Shamlan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,12.00,19.00,0.00,14.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00,4.00,1.00,3.00,2.00,2.00,6.00,18.00,13.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00
57317.00,"Al-Nassr","Defender",398.00,348.00,50.00,0.87,0.00,0.00,398.00,348.00,50.00,0.87,284.00,267.00,17.00,0.94,114.00,81.00,33.00,0.71,0.71,0.28,142.00,137.00,5.00,0.96,219.00,191.00,28.00,0.87,37.00,20.00,17.00,0.54,0.35,0.55,0.09,349.00,317.00,32.00,0.90,49.00,31.00,18.00,0.63,0.87,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,33.00,10.00,21.00,268.00,81.00,257.00,60.00,"Christian Ramos",0.00,25.00,12.00,13.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.00,44.00,0.00,304.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,3.00,1.00,0.00,81.00,18.00,185.00,81.00,0.00,33.00,389.00,341.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,51.00
471194.00,"Al-Baten","Forward",22.00,17.00,5.00,0.77,0.00,0.00,20.00,16.00,4.00,0.80,9.00,8.00,1.00,0.88,11.00,8.00,3.00,0.72,0.45,0.55,3.00,3.00,0.00,1.00,9.00,7.00,2.00,0.77,8.00,6.00,2.00,0.75,0.15,0.45,0.40,19.00,15.00,4.00,0.78,1.00,1.00,0.00,1.00,0.95,0.05,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,10.00,8.00,7.00,"Ramzi Solan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,1.00,0.00,1.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,28.00,0.00,24.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,2.00,3.00,2.00,6.00,18.00,14.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00
61144.00,"Al-Wahda","Defender",944.00,796.00,148.00,0.84,1.00,4.00,942.00,795.00,147.00,0.84,645.00,607.00,38.00,0.94,297.00,188.00,109.00,0.63,0.68,0.31,248.00,239.00,9.00,0.96,592.00,517.00,75.00,0.87,102.00,39.00,63.00,0.38,0.26,0.62,0.10,767.00,701.00,66.00,0.91,175.00,94.00,81.00,0.53,0.81,0.18,2.00,0.00,2.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,19.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,2.00,0.00,,2.00,2.00,0.00,1.00,2.00,2.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,69.00,106.00,56.00,38.00,576.00,191.00,551.00,150.00,"Renato Chaves",1.00,42.00,14.00,28.00,0.33,0.00,0.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,1217.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,5.00,4.00,1093.00,124.00,0.00,654.00,1.00,1.00,21.00,1.00,2.00,0.50,0.00,0.00,1.00,3.00,2.00,117.00,11.00,2.00,0.00,158.00,39.00,448.00,184.00,1.00,112.00,886.00,755.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,159.00,158.00
204118.00,"Al-Baten","Midfielder",98.00,73.00,25.00,0.74,0.00,2.00,92.00,72.00,20.00,0.78,25.00,22.00,3.00,0.88,67.00,50.00,17.00,0.74,0.27,0.72,8.00,8.00,0.00,1.00,47.00,39.00,8.00,0.82,37.00,25.00,12.00,0.67,0.08,0.51,0.40,86.00,70.00,16.00,0.81,6.00,2.00,4.00,0.33,0.93,0.06,1.00,0.00,1.00,0.00,6.00,1.00,5.00,0.16,6.00,1.00,5.00,0.16,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,0.00,1.00,4.00,2.00,,10.00,2.00,8.00,0.20,10.00,2.00,8.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,5.00,0.16,6.00,1.00,5.00,0.16,0.00,0.00,0.00,0.00,1.00,5.00,1.00,1.00,24.00,62.00,21.00,49.00,"John Misael Riascos",0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,5.00,1.00,4.00,0.20,5.00,1.00,4.00,0.20,6.00,1.00,5.00,0.16,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,54.00,122.00,0.00,94.00,1.00,5.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,8.00,3.00,8.00,14.00,21.00,11.00,35.00,89.00,69.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,4.00
222343.00,"Ohod","Forward",172.00,119.00,53.00,0.69,0.00,4.00,168.00,118.00,50.00,0.70,47.00,40.00,7.00,0.85,121.00,78.00,43.00,0.64,0.27,0.72,6.00,4.00,2.00,0.66,90.00,73.00,17.00,0.81,72.00,41.00,31.00,0.56,0.03,0.53,0.42,163.00,115.00,48.00,0.70,5.00,3.00,2.00,0.60,0.97,0.02,6.00,0.00,6.00,0.00,4.00,1.00,3.00,0.25,4.00,1.00,3.00,0.25,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,10.00,5.00,5.00,0.50,10.00,5.00,5.00,0.50,,3.00,1.00,2.00,0.33,3.00,1.00,2.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,2.00,46.00,117.00,39.00,76.00,"Ribamar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,0.33,3.00,1.00,2.00,0.33,4.00,1.00,3.00,0.25,319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,60.00,259.00,0.00,174.00,0.00,4.00,62.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,4.00,7.00,1.00,0.00,10.00,4.00,17.00,26.00,30.00,21.00,70.00,141.00,93.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,104.00,5.00
101313.00,"Al-Taawon","Defender",766.00,631.00,135.00,0.82,0.00,1.00,766.00,631.00,135.00,0.82,477.00,430.00,47.00,0.90,289.00,201.00,88.00,0.69,0.62,0.37,218.00,203.00,15.00,0.93,434.00,360.00,74.00,0.82,114.00,68.00,46.00,0.59,0.28,0.56,0.14,606.00,541.00,65.00,0.89,160.00,90.00,70.00,0.56,0.79,0.20,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,108.00,40.00,50.00,425.00,181.00,390.00,151.00,"Ricardo Machado",0.00,48.00,11.00,37.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,806.00,116.00,0.00,505.00,0.00,0.00,16.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,125.00,14.00,1.00,1.00,131.00,62.00,284.00,191.00,2.00,95.00,703.00,578.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00,86.00
149235.00,"Al-Hilal","Forward",83.00,64.00,19.00,0.77,1.00,1.00,81.00,64.00,17.00,0.79,19.00,18.00,1.00,0.94,62.00,46.00,16.00,0.74,0.23,0.76,1.00,1.00,0.00,1.00,41.00,37.00,4.00,0.90,39.00,26.00,13.00,0.66,0.01,0.50,0.48,79.00,63.00,16.00,0.79,2.00,1.00,1.00,0.50,0.97,0.02,4.00,1.00,3.00,0.25,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,10.00,3.00,7.00,0.30,10.00,3.00,7.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,19.00,60.00,18.00,45.00,"Gelmin Rivas",0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,18.00,137.00,0.00,101.00,0.00,2.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10.00,0.00,11.00,8.00,10.00,23.00,29.00,75.00,58.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,2.00
179436.00,"Al-Hazm","Midfielder",636.00,449.00,187.00,0.70,3.00,34.00,552.00,423.00,129.00,0.76,174.00,145.00,29.00,0.83,378.00,278.00,100.00,0.73,0.31,0.68,57.00,50.00,7.00,0.87,256.00,209.00,47.00,0.81,239.00,164.00,75.00,0.68,0.10,0.46,0.43,486.00,388.00,98.00,0.79,66.00,35.00,31.00,0.53,0.88,0.11,9.00,4.00,5.00,0.44,84.00,26.00,58.00,0.30,47.00,17.00,30.00,0.36,44.00,3.00,37.00,9.00,28.00,0.24,7.00,10.00,9.00,1.00,0.90,9.00,1.00,,41.00,23.00,18.00,0.56,41.00,23.00,18.00,0.56,,28.00,11.00,17.00,0.39,18.00,8.00,10.00,0.44,10.00,3.00,7.00,0.30,56.00,15.00,41.00,0.26,29.00,9.00,20.00,0.31,27.00,6.00,21.00,0.22,15.00,51.00,12.00,23.00,159.00,327.00,133.00,255.00,"Rodolfo",2.00,4.00,1.00,3.00,0.25,2.00,0.00,1.00,81.00,24.00,57.00,0.29,44.00,15.00,29.00,0.34,27.00,11.00,16.00,0.40,890.00,0.00,0.00,0.00,0.00,0.00,6.00,5.00,0.00,0.00,11.00,37.00,26.00,277.00,613.00,0.00,455.00,29.00,18.00,53.00,1.00,4.00,0.25,0.00,0.00,2.00,20.00,10.00,35.00,7.00,13.00,28.00,28.00,55.00,91.00,150.00,48.00,180.00,526.00,403.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,282.00,5.00
191742.00,"Al-Faisaly","Midfielder",627.00,457.00,170.00,0.72,1.00,29.00,592.00,450.00,142.00,0.76,138.00,126.00,12.00,0.91,454.00,324.00,130.00,0.71,0.23,0.76,49.00,45.00,4.00,0.91,266.00,233.00,33.00,0.87,277.00,172.00,105.00,0.62,0.08,0.44,0.46,551.00,424.00,127.00,0.76,41.00,26.00,15.00,0.63,0.93,0.06,6.00,2.00,4.00,0.33,35.00,7.00,28.00,0.20,16.00,4.00,12.00,0.25,21.00,0.00,19.00,3.00,16.00,0.15,2.00,10.00,9.00,1.00,0.90,9.00,1.00,,81.00,35.00,46.00,0.43,81.00,35.00,46.00,0.43,,23.00,3.00,20.00,0.13,11.00,2.00,9.00,0.18,12.00,1.00,11.00,0.08,10.00,3.00,7.00,0.30,5.00,2.00,3.00,0.40,5.00,1.00,4.00,0.20,8.00,33.00,7.00,19.00,130.00,421.00,119.00,305.00,"Rogério",1.00,4.00,2.00,2.00,0.50,9.00,4.00,1.00,32.00,6.00,26.00,0.18,15.00,4.00,11.00,0.26,11.00,3.00,8.00,0.27,978.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,30.00,27.00,235.00,743.00,0.00,622.00,7.00,9.00,73.00,1.00,5.00,0.20,0.00,0.00,1.00,14.00,11.00,33.00,2.00,14.00,67.00,10.00,47.00,81.00,180.00,54.00,220.00,563.00,426.00,0.75,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,329.00,3.00
117348.00,"Al-Ittihad","Forward",526.00,446.00,80.00,0.84,0.00,19.00,516.00,445.00,71.00,0.86,155.00,147.00,8.00,0.94,361.00,298.00,63.00,0.82,0.30,0.69,32.00,31.00,1.00,0.96,280.00,259.00,21.00,0.92,204.00,155.00,49.00,0.75,0.06,0.54,0.39,502.00,439.00,63.00,0.87,14.00,6.00,8.00,0.42,0.97,0.02,8.00,4.00,4.00,0.50,10.00,1.00,9.00,0.10,8.00,0.00,8.00,0.00,4.00,0.00,2.00,1.00,1.00,0.50,2.00,2.00,2.00,0.00,1.00,2.00,0.00,,25.00,12.00,13.00,0.48,25.00,12.00,13.00,0.48,,3.00,0.00,3.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,7.00,1.00,6.00,0.14,6.00,0.00,6.00,0.00,1.00,1.00,0.00,1.00,2.00,12.00,2.00,4.00,153.00,349.00,145.00,294.00,"Romarinho",0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,8.00,1.00,7.00,0.12,6.00,0.00,6.00,0.00,8.00,0.00,8.00,0.00,781.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,19.00,18.00,181.00,600.00,0.00,537.00,1.00,7.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,22.00,0.00,1.00,24.00,7.00,91.00,57.00,97.00,70.00,194.00,498.00,427.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.00,4.00
